epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,26.20050621032715
0,,99,25.753366470336914
0,,149,22.1209774017334
0,,199,19.88282585144043
0,,249,28.97214126586914
0,,299,23.47063636779785
0,,349,22.329063415527344
0,,399,20.05158042907715
0,,449,20.60675811767578
0,,499,21.380361557006836
0,,549,18.31621551513672
0,,599,25.930877685546875
0,,649,23.043310165405273
0,,699,19.96924591064453
0,,749,20.191099166870117
0,,799,28.00937843322754
0,,849,19.000703811645508
0,,899,20.665386199951172
0,,949,23.34212303161621
0,,999,16.031740188598633
0,,1049,18.17046546936035
0,,1099,19.935260772705078
0,,1149,21.662050247192383
0,,1199,17.211692810058594
0,,1249,18.02874183654785
0,,1299,23.8576717376709
0,,1349,20.601245880126953
0,,1399,14.440789222717285
0,,1449,19.893598556518555
0,,1499,23.878875732421875
0,,1549,18.014745712280273
0,,1599,17.39818000793457
0,,1649,17.933523178100586
0,,1699,22.43761444091797
0,,1749,19.078805923461914
0,,1799,19.122358322143555
0,,1849,30.629140853881836
0,,1899,17.829233169555664
0,,1949,16.596158981323242
0,,1999,14.776774406433105
0,,2049,15.955543518066406
0,,2099,19.075592041015625
0,,2149,18.951068878173828
