epoch,lr-Adam,step,train_loss_step
,0.03,0,
0,,49,28.66596794128418
0,,99,25.34058952331543
0,,149,23.854528427124023
0,,199,18.313735961914062
0,,249,30.146883010864258
0,,299,24.96219825744629
0,,349,25.74961280822754
0,,399,21.41808319091797
0,,449,20.766881942749023
0,,499,24.61237907409668
0,,549,18.65038299560547
0,,599,34.516273498535156
0,,649,23.687326431274414
0,,699,21.561010360717773
0,,749,22.66341209411621
0,,799,33.700042724609375
0,,849,19.899551391601562
0,,899,22.80837059020996
0,,949,28.211977005004883
0,,999,18.988962173461914
0,,1049,21.146791458129883
0,,1099,20.608701705932617
0,,1149,23.06825828552246
0,,1199,19.424985885620117
0,,1249,20.401126861572266
0,,1299,24.802017211914062
0,,1349,22.30777931213379
0,,1399,15.61151123046875
0,,1449,20.598388671875
0,,1499,24.152084350585938
0,,1549,19.684057235717773
0,,1599,20.88413429260254
0,,1649,18.56630516052246
0,,1699,22.085296630859375
0,,1749,20.697322845458984
0,,1799,20.995140075683594
0,,1849,30.622201919555664
0,,1899,20.624921798706055
0,,1949,17.283342361450195
0,,1999,15.795022010803223
0,,2049,20.626489639282227
0,,2099,20.693117141723633
0,,2149,19.905351638793945
0,,2199,20.69219207763672
0,,2249,21.30826187133789
0,,2299,25.980989456176758
0,,2349,19.57429313659668
0,,2399,19.6752986907959
0,,2449,23.245651245117188
0,,2499,22.094371795654297
0,,2549,25.006656646728516
0,,2599,23.248092651367188
0,,2649,24.56836700439453
0,,2699,22.500234603881836
0,,2749,24.312768936157227
0,,2799,18.84421730041504
0,,2849,22.676706314086914
0,,2899,25.317977905273438
0,,2949,22.593809127807617
0,,2999,19.673669815063477
